Doc ID,Review,Polarity
540,The steak and the shrimp are in my opinion the best entrees at GC.,positive
541,I had the opportunity today to sample your amazing pizzas!,positive
542,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,negative
543,The yellowtail carpaccio was melt in your mouth fresh.,positive
544,I won't try going back there even if it's empty.,negative
545,"No, I'm going to eat the potato that I found some strangers hair in it.",negative
546,Just spicy enough.. Perfect actually.,positive
547,Last night was my second time dining here and I was so happy I decided to go back!,positive
548,"not even a ""hello, we will be right with you.""",negative
549,The desserts were a bit strange.,negative
550,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,positive
551,"I really do recommend this place, you can go wrong with this donut place!",positive
552,Nice ambiance.,positive
553,I would recommend saving room for this!,positive
554,I guess maybe we went on an off night but it was disgraceful.,negative
555,"However, my recent experience at this particular location was not so good.",negative
556,"I know this is not like the other restaurants at all, something is very off here!",negative
557,AVOID THIS ESTABLISHMENT!,negative
558,I think this restaurant suffers from not trying hard enough.,negative
559,All of the tapas dishes were delicious!,positive
560,I *heart* this place.,positive
561,My salad had a bland vinegrette on the baby greens and hearts of Palm.,negative
562,After two I felt disgusting.,negative
563,A good time!,positive
564,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,positive
565,Generous portions and great taste.,positive
566,I will never go back to this place and will never ever recommended this place to anyone!,negative
567,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",negative
568,Food was delicious!,positive
569,AN HOUR... seriously?,negative
570,I consider this theft.,negative
571,Eew... This location needs a complete overhaul.,negative
572,We recently witnessed her poor quality of management towards other guests as well.,negative
573,Waited and waited and waited.,negative
574,"He also came back to check on us regularly, excellent service.",positive
575,Our server was super nice and checked on us many times.,positive
576,"The pizza tasted old, super chewy in not a good way.",negative
577,I swung in to give them a try but was deeply disappointed.,negative
578,Service was good and the company was better!,positive
579,The staff are also very friendly and efficient.,positive
580,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",positive
581,Boy was that sucker dry!!.,negative
582,Over rated.,negative
583,"If you look for authentic Thai food, go else where.",negative
584,Their steaks are 100% recommended!,positive
585,After I pulled up my car I waited for another 15 minutes before being acknowledged.,negative
586,Great food and great service in a clean and friendly setting.,positive
587,"All in all, I can assure you I'll be back.",positive
588,I hate those things as much as cheap quality black olives.,negative
589,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",positive
590,The kids play area is NASTY!,negative
591,Great place fo take out or eat in.,positive
592,The waitress was friendly and happy to accomodate for vegan/veggie options.,positive
593,OMG I felt like I had never eaten Thai food until this dish.,positive
594,"It was extremely ""crumby"" and pretty tasteless.",negative
595,It was a pale color instead of nice and char and has NO flavor.,negative
596,The croutons also taste homemade which is an extra plus.,positive
597,I got home to see the driest damn wings ever!,negative
598,It'll be a regular stop on my trips to Phoenix!,positive
599,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,positive
600,Not good for the money.,negative
601,I miss it and wish they had one in Philadelphia!,positive
602,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",negative
603,They also have the best cheese crisp in town.,positive
604,"Good value, great food, great service.",positive
605,Couldn't ask for a more satisfying meal.,positive
606,The food is good.,positive
607,It was awesome.,positive
608,I just wanted to leave.,negative
609,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,positive
610,I will not be eating there again.,negative
611,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative
612,I checked out this place a couple years ago and was not impressed.,negative
613,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",negative
614,"Sorry, I will not be getting food from here anytime soon :(",negative
615,An absolute must visit!,positive
616,The cow tongue and cheek tacos are amazing.,positive
617,My friend did not like his Bloody Mary.,negative
618,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",negative
619,They really want to make your experience a good one.,positive
620,I will not return.,negative
621,I had the chicken Pho and it tasted very bland.,negative
622,Very disappointing!!!,negative
623,The grilled chicken was so tender and yellow from the saffron seasoning.,positive
624,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",negative
625,Pretty awesome place.,positive
626,Ambience is perfect.,positive
627,Best of luck to the rude and non-customer service focused new management.,negative
628,Any grandmother can make a roasted chicken better than this one.,negative
629,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,negative
630,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",positive
631,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,positive
632,The roast beef sandwich tasted really good!,positive
633,"Same evening, him and I are both drastically sick.",negative
634,High-quality chicken on the chicken Caesar salad.,positive
635,Ordered burger rare came in we'll done.,negative
636,We were promptly greeted and seated.,positive
637,Tried to go here for lunch and it was a madhouse.,negative
638,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",positive
639,"After waiting an hour and being seated, I was not in the greatest of moods.",negative
640,This is a good joint.,positive
641,The Macarons here are insanely good.,positive
642,I'm not eating here!,negative
643,"Our waiter was very attentive, friendly, and informative.",positive
644,Maybe if they weren't cold they would have been somewhat edible.,negative
645,This place has a lot of promise but fails to deliver.,negative
646,Very bad Experience!,negative
647,What a mistake.,negative
648,Food was average at best.,negative
649,Great food.,positive
650,We won't be going back anytime soon!,negative
651,Very Very Disappointed ordered the $35 Big Bay Plater.,negative
652,Great place to relax and have an awesome burger and beer.,positive
653,It is PERFECT for a sit-down family meal or get together with a few friends.,positive
654,"Not much flavor to them, and very poorly constructed.",negative
655,The patio seating was very comfortable.,positive
656,The fried rice was dry as well.,negative
657,Hands down my favorite Italian restaurant!,positive
658,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",positive
659,It was just not a fun experience.,positive
660,The atmosphere was great with a lovely duo of violinists playing songs we requested.,positive
661,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",positive
662,"Very convenient, since we were staying at the MGM!",positive
663,The owners are super friendly and the staff is courteous.,positive
664,Both great!,positive
665,Eclectic selection.,positive
666,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,positive
667,The staff was very attentive.,positive
668,And the chef was generous with his time (even came around twice so we can take pictures with him).,positive
669,"The owner used to work at Nobu, so this place is really similar for half the price.",positive
670,Google mediocre and I imagine Smashburger will pop up.,negative
671,dont go here.,negative
672,I promise they won't disappoint.,positive
673,As a sushi lover avoid this place by all means.,negative
674,What a great double cheeseburger!,positive
675,Awesome service and food.,positive
676,A fantastic neighborhood gem !!!,positive
677,I can't wait to go back.,positive
678,The plantains were the worst I've ever tasted.,negative
679,It's a great place and I highly recommend it.,positive
680,Service was slow and not attentive.,negative
681,"I gave it 5 stars then, and I'm giving it 5 stars now.",positive
682,Your staff spends more time talking to themselves than me.,negative
683,Dessert: Panna Cotta was amazing.,positive
684,"Very good food, great atmosphere.1",positive
685,Damn good steak.,positive
686,Total brunch fail.,negative
687,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",positive
688,"The decor is nice, and the piano music soundtrack is pleasant.",positive
689,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive
690,"Good food , good service .",positive
691,It was absolutely amazing.,positive
692,"I probably won't be back, to be honest.",negative
693,will definitely be back!,positive
694,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,positive
695,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",positive
696,Went for lunch - service was slow.,negative
697,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",negative
698,I was mortified.,negative
699,"Needless to say, we will never be back here again.",negative
700,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",negative
701,"The chips that came out were dripping with grease, and mostly not edible.",negative
702,I wasn't really impressed with Strip Steak.,negative
703,Have been going since 2007 and every meal has been awesome!!,positive
704,Our server was very nice and attentive as were the other serving staff.,positive
705,The cashier was friendly and even brought the food out to me.,positive
706,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,negative
707,The atmosphere here is fun.,positive
708,Would not recommend to others.,negative
709,"Service is quick and even ""to go"" orders are just like we like it!",positive
710,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",negative
711,"That said, our mouths and bellies were still quite pleased.",positive
712,Not my thing.,negative
713,2 Thumbs Up!!,positive
714,If you are reading this please don't go there.,negative
715,"I loved the grilled pizza, reminded me of legit Italian pizza.",positive
716,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,positive
717,They have a really nice atmosphere.,positive
718,Tonight I had the Elk Filet special...and it sucked.,negative
719,"After one bite, I was hooked.",positive
720,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,negative
721,"Cute, quaint, simple, honest.",positive
722,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,positive
723,"The food was great as always, compliments to the chef.",positive
724,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,positive
725,Awesome selection of beer.,positive
726,Great food and awesome service!,positive
727,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",positive
728,A FLY was in my apple juice.. A FLY!!!!!!!!,negative
729,The Han Nan Chicken was also very tasty.,positive
730,"As for the service, I thought it was good.",positive
731,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",negative
732,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,negative
733,Nicest Chinese restaurant I've been in a while.,positive
734,"Overall, I like there food and the service.",positive
735,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,positive
736,"Probably never coming back, and wouldn't recommend it.",negative
737,"Friend's pasta -- also bad, he barely touched it.",negative
738,"Try them in the airport to experience some tasty food and speedy, friendly service.",positive
739,I love the decor with the Chinese calligraphy wall paper.,positive
740,Never had anything to complain about here.,positive
741,The restaurant is very clean and has a family restaurant feel to it.,positive
742,It was way over fried.,negative
743,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative
744,"When I opened the sandwich, I was impressed, but not in a good way.",negative
745,Will not be back!,negative
746,There was a warm feeling with the service and I felt like their guest for a special treat.,positive
747,An extensive menu provides lots of options for breakfast.,positive
748,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",positive
749,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",negative
750,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,positive
751,"I got to enjoy the seafood salad, with a fabulous vinegrette.",positive
752,"The wontons were thin, not thick and chewy, almost melt in your mouth.",positive
753,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",positive
754,We were sat right on time and our server from the get go was FANTASTIC!,positive
755,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",negative
756,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",positive
757,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,negative
758,This is a GREAT place to eat!,positive
759,The jalapeno bacon is soooo good.,positive
760,The service was poor and thats being nice.,negative
761,"Food was good, service was good, Prices were good.",positive
762,The place was not clean and the food oh so stale!,negative
763,"The chicken dishes are OK, the beef is like shoe leather.",negative
764,But the service was beyond bad.,negative
765,"I'm so happy to be here!!!""",positive
766,Tasted like dirt.,negative
767,One of the few places in Phoenix that I would definately go back to again .,positive
768,The block was amazing.,positive
769,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",positive
770,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,positive
771,My sashimi was poor quality being soggy and tasteless.,negative
772,Great time - family dinner on a Sunday night.,positive
773,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",negative
774,"What did bother me, was the slow service.",negative
775,The flair bartenders are absolutely amazing!,positive
776,Their frozen margaritas are WAY too sugary for my taste.,negative
777,These were so good we ordered them twice.,positive
778,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,negative
779,My girlfriend's veal was very bad.,negative
780,"Unfortunately, it was not good.",negative
781,I had a pretty satifying experience.,positive
782,Join the club and get awesome offers via email.,positive
783,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",positive
784,Bland and flavorless is a good way of describing the barely tepid meat.,negative
785,"The chains, which I'm no fan of, beat this place easily.",negative
786,The nachos are a MUST HAVE!,positive
787,We will not be coming back.,negative
788,"I don't have very many words to say about this place, but it does everything pretty well.",positive
789,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",positive
790,"Great atmosphere, friendly and fast service.",positive
791,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,positive
792,Once your food arrives it's meh.,negative
793,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,negative
794,The classic Maine Lobster Roll was fantastic.,positive
795,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",negative
796,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,positive
797,"The chips and salsa were really good, the salsa was very fresh.",positive
798,This place is great!!!!!!!!!!!!!!,positive
799,Mediocre food.,negative
800,Once you get inside you'll be impressed with the place.,positive
801,I'm super pissd.,negative
802,And service was super friendly.,positive
803,Why are these sad little vegetables so overcooked?,negative
804,This place was such a nice surprise!,positive
805,They were golden-crispy and delicious.,positive
806,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",negative
807,I could eat their bruschetta all day it is devine.,positive
808,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,negative
809,"Lastly, the mozzarella sticks, they were the best thing we ordered.",positive
810,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",positive
811,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,negative
812,The service was terrible though.,negative
813,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",negative
814,It was packed!!,negative
815,I love this place.,positive
816,I can say that the desserts were yummy.,positive
817,The food was terrible.,negative
818,The seasonal fruit was fresh white peach puree.,positive
819,It kept getting worse and worse so now I'm officially done.,negative
820,This place should honestly be blown up.,negative
821,But I definitely would not eat here again.,negative
822,Do not waste your money here!,negative
823,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,positive
824,The crêpe was delicate and thin and moist.,positive
825,Awful service.,negative
826,Won't ever go here again.,negative
827,Food quality has been horrible.,negative
828,For that price I can think of a few place I would have much rather gone.,negative
829,The service here is fair at best.,negative
830,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",negative
831,Do yourself a favor and stay away from this dish.,negative
832,Very poor service.,negative
833,No one at the table thought the food was above average or worth the wait that we had for it.,negative
834,"Best service and food ever, Maria our server was so good and friendly she made our day.",positive
835,They were excellent.,positive
836,I paid the bill but did not tip because I felt the server did a terrible job.,negative
837,Just had lunch here and had a great experience.,positive
838,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative
839,Food is way overpriced and portions are fucking small.,negative
840,I recently tried Caballero's and I have been back every week since!,positive
841,"for 40 bucks a head, i really expect better food.",negative
842,The food came out at a good pace.,positive
843,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive
844,I won't be back.,negative
845,We could not believe how dirty the oysters were!,negative
846,This place deserves no stars.,negative
847,I would not recommend this place.,negative
848,"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive
849,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative
850,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
851,the potatoes were great and so was the biscuit.,positive
852,I probably would not go here again.,negative
853,So flavorful and has just the perfect amount of heat.,positive
854,The price is reasonable and the service is great.,positive
855,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
856,My fella got the huevos rancheros and they didn't look too appealing.,negative
857,"Went in for happy hour, great list of wines.",positive
858,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,positive
859,I probably won't be coming back here.,negative
860,Worst food/service I've had in a while.,negative
861,"This place is pretty good, nice little vibe in the restaurant.",positive
862,Talk about great customer service of course we will be back.,positive
863,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative
864,I love their fries and their beans.,positive
865,Always a pleasure dealing with him.,positive
866,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive
867,This place is awesome if you want something light and healthy during the summer.,positive
868,"For sushi on the Strip, this is the place to go.",positive
869,"The service was great, even the manager came and helped with our table.",positive
870,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative
871,"I started this review with two stars, but I'm editing it to give it only one.",negative
872,this is the worst sushi i have ever eat besides Costco's.,negative
873,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
874,My boyfriend and i sat at the bar and had a completely delightful experience.,positive
875,Weird vibe from owners.,negative
876,There was hardly any meat.,negative
877,I've had better bagels from the grocery store.,negative
878,Go To Place for Gyros.,positive
879,"I love the owner/chef, his one authentic Japanese cool dude!",positive
880,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
881,I found a six inch long piece of wire in my salsa.,negative
882,"The service was terrible, food was mediocre.",negative
883,We definately enjoyed ourselves.,positive
884,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative
885,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative
886,I had about two bites and refused to eat anymore.,negative
887,The service was extremely slow.,negative
888,"After 20 minutes wait, I got a table.",negative
889,Seriously killer hot chai latte.,positive
890,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative
891,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,positive
892,Their rotating beers on tap is also a highlight of this place.,positive
893,Pricing is a bit of a concern at Mellow Mushroom.,negative
894,Worst Thai ever.,negative
895,If you stay in Vegas you must get breakfast here at least once.,positive
896,I want to first say our server was great and we had perfect service.,positive
897,The pizza selections are good.,positive
898,"I had strawberry tea, which was good.",positive
899,Highly unprofessional and rude to a loyal patron!,negative
900,"Overall, a great experience.",positive
901,Spend your money elsewhere.,negative
902,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive
903,The Buffet at Bellagio was far from what I anticipated.,negative
904,"And the drinks are WEAK, people!",negative
905,horrible hotel,negative
906,"Also, I feel like the chips are bought, not made in house.",negative
907,After the disappointing dinner we went elsewhere for dessert.,negative
908,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
909,We won't be returning.,negative
910,This is my new fav Vegas buffet spot.,positive
911,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative
912,"Very, very sad.",negative
913,"i felt insulted and disrespected, how could you talk and judge another human being like that?",negative
914,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",negative
915,I'm not impressed with the concept or the food.,negative
916,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,negative
917,"There is really nothing for me at postinos, hope your experience is better",negative
918,I got food poisoning here at the buffet.,negative
919,They brought a fresh batch of fries and I was thinking yay something warm but no!,negative
920,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",negative
921,"Needless to say, I won't be going back anytime soon.",negative
922,This place is disgusting!,negative
923,"Every time I eat here, I see caring teamwork to a professional degree.",positive
924,The RI style calamari was a joke.,negative
925,"However, there was so much garlic in the fondue, it was barely edible.",negative
926,"I could barely stomach the meal, but didn't complain because it was a business lunch.",negative
927,"It was so bad, I had lost the heart to finish it.",negative
928,It also took her forever to bring us the check when we asked for it.,negative
929,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative
930,Disappointing experience.,negative
931,"The food is about on par with Denny's, which is to say, not good at all.",negative
932,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",negative
933,WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative
934,We won't be going back.,negative
935,The place was fairly clean but the food simply wasn't worth it.,negative
936,This place lacked style!!,negative
937,"The sangria was about half of a glass wine full and was $12, ridiculous.",negative
938,Don't bother coming here.,negative
939,"The meat was pretty dry, I had the sliced brisket and pulled pork.",negative
940,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",negative
941,It was equally awful.,negative
942,Probably not in a hurry to go back.,negative
943,very slow at seating even with reservation.,negative
944,Not good by any stretch of the imagination.,negative
945,The cashew cream sauce was bland and the vegetables were undercooked.,negative
946,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative
947,"It was a bit too sweet, not really spicy enough, and lacked flavor.",negative
948,I was VERY disappointed!!,negative
949,This place is horrible and way overpriced.,negative
950,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",negative
951,It wasn't busy at all and now we know why.,negative
952,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
953,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",negative
954,Con: spotty service.,negative
955,"The fries were not hot, and neither was my burger.",negative
956,But then they came back cold.,negative
957,"Then our food came out, disappointment ensued.",negative
958,The real disappointment was our waiter.,negative
959,My husband said she was very rude... did not even apologize for the bad food or anything.,negative
960,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative
961,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative
962,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative
963,She was quite disappointed although some blame needs to be placed at her door.,negative
964,After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
965,Del Taco is pretty nasty and should be avoided if possible.,negative
966,It's NOT hard to make a decent hamburger.,negative
967,But I don't like it.,negative
968,Hell no will I go back,negative
969,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
970,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",negative
971,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
972,The ambiance isn't much better.,negative
973,"Unfortunately, it only set us up for disapppointment with our entrees.",negative
974,The food wasn't good.,negative
975,"Your servers suck, wait, correction, our server Heimer sucked.",negative
976,What happened next was pretty....off putting.,negative
977,"too bad cause I know it's family owned, I really wanted to like this place.",negative
978,Overpriced for what you are getting.,negative
979,I vomited in the bathroom mid lunch.,negative
980,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",negative
981,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",negative
982,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
983,Food was below average.,negative
984,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative
985,"All in all, Ha Long Bay was a bit of a flop.",negative
986,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative
987,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative
988,"It lacked flavor, seemed undercooked, and dry.",negative
989,It really is impressive that the place hasn't closed down.,negative
990,I would avoid this place if you are staying in the Mirage.,negative
991,The refried beans that came with my meal were dried out and crusty and the food was bland.,negative
992,Spend your money and time some place else.,negative
993,A lady at the table next to us found a live green caterpillar In her salad.,negative
994,the presentation of the food was awful.,negative
995,I can't tell you how disappointed I was.,negative
996,I think food should have flavor and texture and both were lacking.,negative
997,Appetite instantly gone.,negative
998,Overall I was not impressed and would not go back.,negative
999,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",negative
1000,it is a help which the taste gave,positive
